"Abraomas Popelis","Q12646930"
"Povilas Pukys","Q12669958"
"Povilas Urbsys","Q11825489"
"Povilas Urbšys","Q11825489"
"Povilas Varanauskas","Q14473760"
"Pranas Tupikas","Q7238335"
"Pranas Vilkas","Q4098556"
"Pranas Žeimys","Q557926"
"Pranciskus Stanislavas Vitkevicius","Q1641547"
"Pranciškus Stanislavas Vitkevičius","Q1641547"
"Pranciškus Tupikas","Q7238335"
"Radvilė Morkūnaitė","Q459191"
"Radvilė Morkūnaitė-Mikulėnienė","Q459191"
"Raimundas Alekna","Q766701"
"Raimundas Leonas Rajeckas","Q15243041"
"Raimundas Markauskas","Q12670786"
"Raimundas Martinėlis","Q12670788"
"Raimundas Palaitis","Q937621"
"Raimundas Paliukas","Q15138320"
"Raminta Popovienė","Q12670846"
"Ramunas Karbauskis","Q145315"
"Ramunė Visockytė","Q12670876"
"Ramūnas Garbaravičius","Q9303942"
"Ramūnas Karbauskis","Q145315"
"Ramūns Karbauskis","Q145315"
"Rapolas Skipitis","Q976279"
"Rasa Budbergytė","Q12670942"
"Rasa Joknevėčienė","Q271646"
"Rasa Juknevičienė","Q271646"
"Rasa Melnikienė","Q12670950"
"Regimantas Čiupaila","Q2137805"
"Remigijus Ačas","Q8266439"
"Remigijus Žemaitaitis","Q59725"
"Remigijus Šimašius","Q1397662"
"Remėgėjos Žemaitaitis","Q59725"
"Rima Baškienė","Q541371"
"Rimantas Astrauskas","Q7334380"
"Rimantas Bašys","Q15253407"
"Rimantas Dagys","Q562964"
"Rimantas Didžiokas","Q1156203"
"Rimantas Jonas Dagys","Q562964"
"Rimantas Markauskas (1954)","Q12671333"
"Rimantas Markauskas","Q12671333"
"Rimantas Pleikys","Q259882"
"Rimantas Remeika","Q4231816"
"Rimantas Ruzas","Q12671343"
"Rimantas Sinkevičius","Q59723"
"Rimantas Smetona","Q11834904"
"Rimantė Šalaševičiūtė","Q6556452"
"Rimas Andrikis","Q2153211"
"Rimas Antanas Ručys","Q15240798"
"Rimas Valčiukas","Q2153212"
"Rimvydas Raimondas Survila","Q1341453"
"Rimvydas Survila","Q1341453"
"Rimvydas Turčinskas","Q980933"
"Rimvydas Valatka","Q5766480"
"Rimvydas Vaštakas","Q1768619"
"Rita Miliūtė","Q27652365"
"Rita Tamašunienė","Q9310614"
"Ričardas Juška","Q6335993"
"Ričardas Sargūnas","Q12671512"
"Ričardas Žurinskas","Q15728383"
"Robertas Šarknickas","Q28934148"
"Rokas Žilinskas","Q552497"
"Rolandas Paksas","Q296956"
"Rolandas Paulauskas","Q7360522"
"Rolandas Pavilionis","Q1235376"
"Rolandas Zuoza","Q12671617"
"Rolands Pakss","Q296956"
"Roma Žakaitienė","Q541403"
"Romanas Algimantas Sedlickas","Q12671638"
"Romas Venclovas","Q15304060"
"Romuald Rudzys","Q4360954"
"Romualda Hofertienė","Q5619015"
"Romualda Kšanienė","Q12671683"
"Romualdas Ignas Bloškys","Q12671690"
"Romualdas Ozolas","Q281340"
"Romualdas Rudzys","Q4360954"
"Romualdas Sikorskis","Q1309934"
"Ruoks Žėlinskis","Q552497"
"Ruolands Paksos","Q296956"
"Ryszard Maciejkianiec","Q9324816"
"Rytas Kupčinskas","Q1722310"
"Rytis Šatkauskas","Q82353"
"Ryšard Maciejkianiec","Q9324816"
"Rūta Gajauskaitė (1946)","Q15920031"
"Rūta Gajauskaitė","Q15920031"
"Rūta Miliūtė","Q27652365"
"Rūta Rutkelytė","Q541383"
"Samuelis Landau","Q16471972"
"Saulios Skvernelis","Q1797508"
"Saulius Bucevičius","Q9334049"
"Saulius Girdauskas","Q4241811"
"Saulius Jakimavičius","Q12672459"
"Saulius Kubiliūnas","Q6335330"
"Saulius Lapėnas","Q9334050"
"Saulius Nefas","Q9334051"
"Saulius Pečeliūnas","Q5618926"
"Saulius Skvernelis","Q1797508"
"Saulius Stoma","Q9334052"
"Saulius Šaltenis","Q599550"
"Saulüs Skvernâlis","Q1797508"
"Sauļus Skvernelis","Q1797508"
"Sergej Dmitrijev","Q552283"
"Sergej Dmitrijew","Q552283"
"Sergej Pirožkov","Q15920218"
"Sergej Ursul","Q12672733"
"Sergejus Dmitrijevas","Q552283"
"Sergejus Jovaisa","Q2453848"
"Sergejus Jovaiša","Q2453848"
"Sergėjus Jovaiša","Q2453848"
"Siergiej Dmitrijew","Q552283"
"Sigita Burbienė","Q386177"
"Sigitas Kaktys","Q4476143"
"Sigitas Slavickas","Q15504908"
"Sigitas Urbonas","Q12672845"
"Simas Ramutis Petrikis","Q1645278"
"Simonas Gentvilas","Q27577960"
"Skirmantas Pabedinskas","Q1411235"
"Sofija Daubaraitė","Q12673446"
"Stanislav Akanovič","Q9341513"
"Stanislavas Peško","Q9342802"
"Stanislovas Buškevičius","Q2331254"
"Stanislovas Gediminas Ilgunas","Q1668716"
"Stanislovas Gediminas Ilgūnas","Q1668716"
"Stanislovas Giedraitis (1947)","Q9341490"
"Stanislovas Giedraitis","Q9341490"
"Stanisław Akanowicz","Q9341513"
"Stanisław Pieszko","Q9342802"
"Stasys Brundza","Q3498754"
"Stasys Jakeliūnas","Q27671969"
"Stasys Kašauskas","Q12673761"
"Stasys Kružinauskas","Q9344553"
"Stasys Malkevičius","Q7602953"
"Stasys Mikelis","Q12673778"
"Stasys Stačiokas","Q2333564"
"Stasys Tumėnas","Q16473251"
"Stasys Šedbaras","Q574618"
"Stefanija Ladigienė","Q12673897"
"Steponas Kairys","Q971087"
"Tadas Langaitis","Q16473801"
"Tautvydas Lideikis","Q2397495"
"Tomas Tomilinas","Q28376223"
"Vaclov Stankevič","Q9369613"
"Vaclovas Karbauskis","Q12676011"
"Vaclovas Lapė","Q2507097"
"Vaidotas Antanaitis","Q1675049"
"Vaidotas Bacevičius","Q1595098"
"Valdas Petrauskas","Q12676349"
"Valdas Skarbalius","Q15138339"
"Valdas Vasiliauskas","Q955656"
"Valdemar Tomaševski","Q1502078"
"Valdemaras Katkus","Q7909384"
"Valdemaras Tomaševskis","Q1502078"
"Valdemaras Valkiūnas","Q9368111"
"Valdemārs Vaļķūns","Q9368111"
"Valentina Suboč","Q9370401"
"Valentinas Bukauskas","Q9368131"
"Valentinas Greičiūnas","Q983918"
"Valentinas Mazuronis","Q557932"
"Valentinas Mačiulis (1945)","Q12676392"
"Valentinas Mačiulis","Q12676392"
"Valentinas Stundys","Q3467069"
"Valentins Mazuruonis","Q557932"
"Valerij Tretjakov","Q9370482"
"Valerijonas Sadreika","Q2508906"
"Valerijonas Šadreika","Q2508906"
"Valerijus Simulik","Q1427363"
"Valius Ąžuolas","Q16475412"
"Vanda Briedienė","Q12676519"
"Vanda Kravčionok","Q9370800"
"Vasilijus Fiodorovas","Q9371403"
"Vasilijus Popovas","Q2511116"
"Viačeslav Škil","Q9372381"
"Vida Ačienė","Q27849997"
"Vida Marija Čigriejienė","Q540683"
"Vida Stasiūnaitė","Q541263"
"Vidas Mikalauskas","Q3610379"
"Vidmantas Povilionis","Q7928117"
"Vidmantas Žiemelis","Q1893972"
"Vidmantė Jasukaitytė","Q7928119"
"Viktor Fjodorow","Q15138466"
"Viktor Uspaskich","Q1361333"
"Viktor Uspaskikh","Q1361333"
"Viktor Uspaskiĥ","Q1361333"
"Viktoras Budzinskis","Q5503218"
"Viktoras Fiodorovas","Q15138466"
"Viktoras Pranckietis","Q27537241"
"Viktoras Rinkevičius","Q12677264"
"Viktoras Uspaskich","Q1361333"
"Viktorija Čmilytė","Q270330"
"Viktorija Čmilytė-Nielsen","Q270330"
"Viktorija Čmilytėl","Q270330"
"Viktorija Čmilytėová","Q270330"
"Viktorija Čmilīte","Q270330"
"Vilija Aleknaitė Abramikienė","Q3672697"
"Vilija Aleknaitė-Abramikienė","Q3672697"
"Vilija Blinkeviciute","Q435394"
"Vilija Blinkevičiūtė","Q435394"
"Vilija Filipovičienė","Q15137300"
"Vilija Vertelienė","Q15279293"
"Vilius Baldišis","Q7930231"
"Vilma Martinkaitienė","Q15278728"
"Vincas Babilius (1966)","Q2526393"
"Vincas Babilius","Q2526393"
"Vincas Girnius","Q4120847"
"Vincas Kęstutis Babilius","Q9368783"
"Vincas Ramutis Gudaitis","Q7931430"
"Vincentas Pranevičius","Q924438"
"Vincė Vaidevutė Margevičienė","Q339166"
"Violeta Boreikienė","Q1422696"
"Virgilijus Alekna","Q211408"
"Virgilijus Bulovas","Q1112331"
"Virgilijus Cepaitis","Q4518521"
"Virgilijus Juozas Čepaitis","Q4518521"
"Virgilijus Kacinskas","Q7933847"
"Virgilijus Kačinskas","Q7933847"
"Virgilijus Poderys","Q12677769"
"Virgilijus Vladislovas Bulovas","Q1112331"
"Virgilijus Čepaitis","Q4518521"
"Virginija Baltraitienė","Q1395873"
"Virginija Vingrienė","Q28370180"
"Virginijus Domarkas","Q1716699"
"Virginijus Martišauskas","Q12677804"
"Virginijus Ražukas","Q15728459"
"Virginijus Sinkevičius","Q27653570"
"Virginijus Šmigelskas","Q9368889"
"Virgīlijs Alekna","Q211408"
"Virmantas Velikonis","Q2527860"
"Visvaldas Nekrašas","Q15241325"
"Vitalija Vonžutaitė","Q2528578"
"Vitalijus Gailius","Q1304328"
"Vitas Matuzas","Q1398000"
"Vladas Butėnas (1940)","Q12677988"
"Vladas Butėnas","Q12677988"
"Vladas Mironas","Q2033994"
"Vladas Skardinskas","Q61108855"
"Vladas Terleckas","Q7938204"
"Vladas Vilimas","Q15506522"
"Vladas Žalnerauskas","Q15241725"
"Vladimir Jarmolenko","Q5617564"
"Vladimir Prudnikov","Q981199"
"Vladimiras Beriozovas","Q7938763"
"Vladimiras Orechovas","Q12678073"
"Vladimiras Prudnikovas","Q981199"
"Vladimiras Volčiok","Q1246401"
"Vladislav Sueco","Q1999579"
"Vladislavas Švedas","Q1999579"
"Volfas Sulimas","Q7217663"
"Vydas Baravykas","Q3610367"
"Vydas Gedvilas","Q556431"
"Vytas Navickas","Q2535630"
"Vytautas Adolfas Puplauskas","Q7944008"
"Vytautas Aleksandras Cinauskas","Q12678261"
"Vytautas Algimantas Buinevičius","Q15728046"
"Vytautas Antanas Matulevičius","Q2484511"
"Vytautas Arbačiauskas (1951)","Q15726511"
"Vytautas Arbačiauskas","Q15726511"
"Vytautas Astrauskas (1927)","Q15920347"
"Vytautas Astrauskas","Q15920347"
"Vytautas Bakas","Q12678282"
"Vytautas Bogušis","Q2655658"
"Vytautas Bubnys","Q15728230"
"Vytautas Dudėnas","Q1193309"
"Vytautas Einoris","Q1193300"
"Vytautas Galvonas","Q3562406"
"Vytautas Gapšys","Q1310448"
"Vytautas Grubliauskas","Q1395215"
"Vytautas Juozapaitis","Q1361304"
"Vytautas Jurgis Bubnys","Q15728230"
"Vytautas Juškus","Q9369192"
"Vytautas Kamblevičius","Q9369194"
"Vytautas Kanapeckas","Q12678385"
"Vytautas Kernagis (1976)","Q27749806"
"Vytautas Kernagis (polityk)","Q27749806"
"Vytautas Kernagis","Q27749806"
"Vytautas Knašys","Q1282126"
"Vytautas Kolesnikovas","Q7944020"
"Vytautas Kurpuvesas","Q1725184"
"Vytautas Kvietkauskas","Q2535649"
"Vytautas Landsbergis","Q164582"
"Vytautas Lapenas","Q9095148"
"Vytautas Lapėnas","Q9095148"
"Vytautas Liutikas","Q15728334"
"Vytautas Matulevičius","Q2484511"
"Vytautas Pakalniškis","Q2535687"
"Vytautas Paliūnas","Q7944029"
"Vytautas Petkevičius","Q692182"
"Vytautas Petras Knašys","Q1282126"
"Vytautas Petras Pleckaitis","Q5242889"
"Vytautas Petras Plečkaitis","Q5242889"
"Vytautas Petrulis","Q1383884"
"Vytautas Plečkaitis","Q5242889"
"Vytautas Rastenis","Q12678472"
"Vytautas Saulis","Q12678481"
"Vytautas Sigitas Draugelis","Q15279511"
"Vytautas Vidmantas Zimnickas","Q15728405"
"Vytautas Zabiela","Q2535692"
"Vytautas Čepas","Q594489"
"Vytautas Šumakaris","Q15728473"
"Vytautas Šustauskas","Q348273"
"Vytenis Albertas Zabukas","Q2535704"
"Vytenis Andriukaitis","Q774300"
"Vytenis Povilas Andriukaitis","Q774300"
"Vėlėjė Fėlėpuovėčienė","Q15137300"
"Vītauts Bubnis","Q15728230"
"Vītauts Landsbergis","Q164582"
"Vītauts Landsberģis","Q164582"
"Wacłau Stankiewicz","Q9369613"
"Waldemar Tomaszewski","Q1502078"
"Walentyna Subocz","Q9370401"
"Waleri Simulik","Q1427363"
"Waleri Tretjakow","Q9370482"
"Walerij Tretiakow","Q9370482"
"Wanda Krawczonok","Q9370800"
"Wasili Fjodorow","Q9371403"
"Wasilij Fiodorow","Q9371403"
"Wasilij Popow","Q2511116"
"Wazlau Stankewitsch","Q9369613"
"Wiaczesław Szkil","Q9372381"
"Wiktor Budzyński","Q5503218"
"Wladimir Orechow","Q12678073"
"Wolf Sulim","Q7217663"
"Władysław Szwed","Q1999579"
"Yosef Shlomo Kahaneman","Q2907349"
"Zbignev Balcevič","Q5765703"
"Zbignev Jedinskij","Q9387971"
"Zbignev Semenovič","Q9388291"
"Zbigniew Balcewicz","Q5765703"
"Zbigniew Jedziński","Q9387971"
"Zbigniew Siemienowicz","Q9388291"
"Zdzislav Palevič","Q5765216"
"Zdzisław Palewicz","Q5765216"
"Zenonas Juknevicius","Q189778"
"Zenonas Juknevičius","Q189778"
"Zenonas Mačernius","Q189780"
"Zenonas Mikutis","Q12678941"
"Zenonas Petras Adomaitis","Q12678910"
"Zenonas Streikus","Q16477432"
"Zigmantas Balčytis","Q117150"
"Zigmantas Pocius","Q12678923"
"Zigmants Balčītis","Q117150"
"Zigmas Povilaitis","Q12678950"
"Zigmas Zinkevicius","Q47011"
"Zigmas Zinkevičius","Q47011"
"Zigms Zinkevičs","Q47011"
"Zita Užlytė","Q206154"
"Zita Šličytė","Q206162"
"Zita Žvikienė","Q12679000"
"Zygmunt Mackevič","Q9392985"
"Zygmunt Mackiewicz","Q9392985"
"czesław Okińczyc","Q545453"
"litauischer Politiker","Q15241658"
"Łarisa Dmitrijewa","Q12662500"
"Šarūnas Birutis","Q391280"
"Šarūnas Gustainis","Q12679521"
"Łazar Epsztajn","Q9394126"
"Ģedimins Ķirķils","Q118937"
"Česlav Okinčic","Q545453"
"Česlav Olševski","Q16477652"
"Česlovas Kudaba","Q3919908"
"Česlovas Stankevičius","Q341356"
"Česlovas Vytautas Stankevičius","Q341356"
"Žibartas Juozas Jackūnas","Q212170"
"Žilvinas Padaiga","Q394068"
"Žilvinas Šilgalis","Q394070"
"Žygimantas Pavilionis","Q12681001"
"Žėgėmonts Pavėliuonis","Q12681001"
"利納·保色斯","Q1825682"
"리나스 안타나스 린케비추스","Q345625"
"اجن زوكين","Q395156"
"이레나 샤울리에네","Q541431"
"چان سينكيڤيك","Q11718970"
"اجن بيلوتايت","Q395152"
"چان نارڤيلين","Q5120512"
"מקס סולובייצ'יק","Q9220487"
"ليب جورفينكيل","Q11753852"
"喬納斯·布拉·安塔奈蒂斯","Q11253353"
"喬納斯·瓦卡拉","Q951815"
"伊雷娜·德古蒂埃内","Q270360"
"代利斯·阿爾方薩斯·巴拉考斯卡斯","Q887795"
"維克多·烏斯帕斯基奇","Q1361333"
"יוסף שלמה כהנמן","Q2907349"
"יצחק רפאל עציון","Q6856875"
"יוסף שלמה כהנעמאן","Q2907349"
"יוסל ברגר","Q11728402"
"블라다스 미로나스","Q2033994"
"빅토리야 치밀리테","Q270330"
"롤란다스 파크사스","Q296956"
"안드류스 쿠빌류스","Q57663"
"יצחק בראלי","Q2790620"
"미콜라스 비르지슈카","Q64557"
"زيتا زڤيكين","Q12679000"
"Юрас Пожела","Q3660989"
"Ёнас Авіжус","Q4055889"
"Юрас Пожела","Q4368711"
"ريما باسكين","Q541371"
"לייב גרפונקל","Q11753852"
"라무나스 카르바우스키스","Q145315"
"اونا بابونين","Q15242985"
"사울류스 스크베르넬리스","Q1797508"
"Аста Баукуте","Q669540"
"ڤينس ڤايديڤوت مارجيڤيسين","Q339166"
"راسا ميلنيكين","Q12670950"
"اونا سونكوڤين","Q2688774"
"روتا روتكيليت","Q541383"
"روما زاكايتين","Q541403"
"יעקב רובינסון","Q6075043"
"جيما چوركونايت","Q15728246"
"ريتا تاماسونين","Q9310614"
"Раса Юкнявічене","Q271646"
"ڤيدا ستاسيونايت","Q541263"
"اونا ڤاليوكيڤيسيوت","Q11024912"
"ഐറേന ഡുഗ്യുറ്റിയീൻ","Q270360"
"லைமா ஆண்ட்ரிகியேன்","Q435717"
"巴特萊婷","Q1395873"
"Швед, Владислав Николаевич","Q1999579"
"Уока, Казимерас","Q3277243"
"弗拉达斯·米罗纳斯","Q2033994"
"弗拉達斯·米羅納斯","Q2033994"
"维多利亚·希米利特","Q270330"
"羅蘭達斯·帕克薩斯","Q296956"
"安德留斯·库比柳斯","Q57663"
"拉姆納斯·卡包斯基斯","Q145315"
"維陶塔斯·蘭茨貝吉斯","Q164582"
"维陶塔斯·兰茨贝吉斯","Q164582"
"巴爾利斯·加賈斯卡斯","Q552290"
"勞里納斯·斯坦科維丘斯","Q1376624"
"瓦爾德馬·托馬舍夫斯基","Q1502078"
"薩烏留斯·思科威爾內里","Q1797508"
"維特尼斯·安德列凱提斯","Q774300"
"Казіс Сая","Q6381130"
"지그만타스 발치티스","Q117150"
"משולם וולף","Q7217663"
"스테포나스 카이리스","Q971087"
"چوناس ليسيس","Q11728159"
"게디미나스 키르킬라스","Q118937"
"چوناس چوكاس","Q1702974"
"الجيس ريماس","Q776214"
"چوانا دانجول ساديكين","Q15402095"
"چوناس چوركوس","Q11258450"
"چوزاس باستيس","Q12658458"
"Юозас Олекас","Q1376538"
"비타우타스 란즈베르기스","Q164582"
"아우슈리네 아르모나이테","Q27808316"
"الجيس كاسيتا","Q3672199"
"알기르다스 부트케비추스","Q394006"
"Йонас Авижюс","Q4055889"
"Йонас Авіжус","Q4055889"
"چوراس پوزيلا","Q4368711"
"بيروت ڤيسايت","Q541252"
"ريماس انتاناس روسيس","Q15240798"
"سيماس راموتيس پيتريكيس","Q1645278"
"داليا كوترايت جيدرايتين","Q2673005"
"Линас Антанас Линкявичюс","Q345625"
"Лінас Антанас Лінкявічус","Q345625"
"Лінас Антанас Лінкявічюс","Q345625"
"نيچول اوزيليت ڤايتيكونين","Q459200"
"بيروت تيودورا ڤيسوكاڤيسين","Q12651032"
"ليناس انتاناس لينكيڤيسيوس","Q345625"
"چوناس راموناس","Q11728162"
"چوزاس چانونيس","Q12658543"
"رامون ڤيسوكيت","Q12670876"
"چوزاس اوليكاس","Q1376538"
"چوناس كورينكا","Q15311377"
"Йонас Кубілюс","Q1702987"
"ڤيتاس ناڤيكاس","Q2535630"
"אירנה דגוטיין","Q270360"
"چوناس سيكوليس","Q2947505"
"چوناس ڤيليسيس","Q3313138"
"아르투라스 파울라우스카스","Q356704"
"چوناس اڤيزيوس","Q4055889"
"چوزاس بولاڤاس","Q4098683"
"Юозас Кубіліс","Q4981113"
"چوناس پينسكوس","Q552482"
"چوناس سيميناس","Q5618966"
"كازيس بوبيليس","Q6814885"
"يوناس أنتانيتس","Q11253353"
"يوناس انتانيتس","Q11253353"
"Юозас Пуріцкіс","Q11267333"
"نيريس جيرماناس","Q1203798"
"چوزاس جالديكاس","Q1203809"
"چوناس چاجميناس","Q12657684"
"چوناس موكارتاس","Q12657804"
"چوزاس پاليونيس","Q12658635"
"چورات چوزايتين","Q12659005"
"اوسرا مالديكين","Q16444907"
"جوناس كوبيليوس","Q1702987"
"چوناس لياوسيوس","Q1702994"
"Ірена Дягутене","Q270360"
"دوماس پيتروليس","Q3182186"
"Йонас Вілейшіс","Q3313138"
"יונאס וילאישיס","Q3313138"
"ايداس جيدڤيلاس","Q403927"
"Յոնաս Ավիժյուս","Q4055889"
"لايما اندريكين","Q435717"
"چوناس پانجونيس","Q4360925"
"چوزاس كوبيليوس","Q4981113"
"الينا پيتروسين","Q5120501"
"Вітас Ґедвілас","Q556431"
"دانوت بيكينتين","Q9201781"
"Иосиф Иосифович Кубилис","Q4981113"
"چوناس ليونجيناس","Q1156213"
"چوزاس نيكروسيوس","Q1193050"
"روماس ڤينكلوڤاس","Q15304060"
"چورات ماتيكونين","Q1717991"
"چوناس كوندروتاس","Q336647"
"ڤيداس باراڤيكاس","Q3610367"
"روكاس زيلينسكاس","Q552497"
"چوزاس ايمبراساس","Q927471"
"Вілія Алекнайте-Абрамікєне","Q3672697"
"دانوت اليكسيونين","Q12652308"
"چوزاس بيرناتونيس","Q1305783"
"Аушра Малдейкєне","Q16444907"
"ريتاس كوپسينسكاس","Q1722310"
"چوناس چوزاپايتيس","Q651616"
"ريتيس ساتكاوسكاس","Q82353"
"چوزاس ليستاڤيسيوس","Q12658598"
"ڤيلما مارتينكايتين","Q15278728"
"چوزاس چاروسيڤيسيوس","Q1713725"
"Ніёле Амбразайціце","Q4064040"
"كازيس ستاركيڤيسيوس","Q940498"
"安德里吉娜","Q435717"
"Вольф, Шулим","Q7217663"
"Кумжа, Альгидрас","Q4724251"
"Юодка, Бенедиктас","Q2129494"
"列米吉尤斯·希馬修斯","Q1397662"
"列米吉尤斯·希马修斯","Q1397662"
"利恩吉納斯·塞佩蒂斯","Q1827290"
"阿尔贝塔斯·希梅纳斯","Q2060714"
"阿爾貝塔斯·希梅納斯","Q2060714"
"弗吉里尤斯·阿列克納","Q211408"
"弗吉里尤斯·阿列克纳","Q211408"
"吉格曼塔斯·巴尔齐季斯","Q117150"
"格迪米纳斯·基尔基拉斯","Q118937"
"格比亞魯斯·蘭斯伯格斯","Q17118365"
"阿尔图拉斯·保劳斯卡斯","Q356704"
"阿爾圖拉斯·保勞斯卡斯","Q356704"
"瓦连京纳斯·马祖罗尼斯","Q557932"
"瓦連京納斯·馬祖羅尼斯","Q557932"
"格季米纳斯·瓦格诺柳斯","Q982980"
"維克托拉斯·普蘭茨凱蒂斯","Q27537241"
"جابريل چان مينسيڤيك","Q11699195"
"비르길리우스 알레크나","Q211408"
"רולנדס פקסס","Q296956"
"에우게니유스 겐트빌라스","Q204847"
"چوستاس ڤينكاس پاليكيس","Q179144"
"ماريچا اوسرين پاڤيليونين","Q3672324"
"ايرينا روزوڤا","Q11714005"
"سالیوس ورنلیس","Q1797508"
"سيجيتا بوربين","Q386177"
"Часлаў Кудаба","Q3919908"
"پراناس ڤيلكاس","Q4098556"
"پيتراس انتاناس سالسيوس","Q15402086"
"پيتراس پاپوڤاس","Q1193322"
"ستاسيس ميكيليس","Q12673778"
"ڤلاداس بوتيناس","Q12677988"
"ڤلاداس ڤيليماس","Q15506522"
"چوليوس ڤيسيلكا","Q172310"
"كيستاس كومسكيس","Q1797471"
"مانتاس ڤاراسكا","Q1891225"
"ناجليس پوتيكيس","Q1963591"
"Владас Миронас","Q2033994"
"Владас Міранас","Q2033994"
"Владас Міронас","Q2033994"
"پيتراس لوماناس","Q2080467"
"اندروس سيدزيوس","Q512154"
"ايرينا سياولين","Q541431"
"Андрус Кубілюс","Q57663"
"Андрюс Кубилюс","Q57663"
"Андрюс Кубілюс","Q57663"
"اروناس ديجوتيس","Q719248"
"دانجوت ميكوتين","Q8288349"
"ڤينكاس كيستوتيس بابيليوس","Q9368783"
"ڤيليچا اليكنايت ابراميكين","Q3672697"
"دايليس الفونساس باراكاوسكاس","Q887795"
